id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
5206,merged,0,2,0,2,0.0,7,0,7,93912331,5.992310449541053e+307,0,5.992310449541053e+307,28,26,1,0,162465199,2,13,2,0,0,0,0,0,0,0.0,0,0,0,0,4
4642,merged,1,2,0,1,0.0,4,2,2,520395077,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,520638403,3,170,1,0,0,0,0,0,0,0.0,0,0,0,0,4
4814,merged,0,8,0,8,0.0,4,2,2,422548336,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,422582.22,1,169,42,0,0,0,0,0,0,0.0,0,0,0,0,4
5189,merged,1,4,0,3,1027688093,11,1,10,1128117221,5.992310449541053e+307,0,5.992310449541053e+307,44,44,0,0,1128155165,2,329,7,0,0,0,0,0,0,0.0,0,0,0,0,3
4949,merged,1,4,0,3,0.0,6,0,6,677771.9,5.992310449541053e+307,0,5.992310449541053e+307,18,6,6,0,678160498,2,131,32,0,0,0,0,0,0,0.0,0,0,0,0,2
4688,merged,0,3,0,3,0.0,1,1,0,-113412,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,869411,2,70,23,0,0,0,0,0,0,0.0,0,0,0,0,2
4813,merged,0,2,0,2,0.0,2,2,0,1636833,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,1949413,1,16,14,0,0,0,0,0,0,0.0,0,0,0,0,1
4628,merged,0,15,0,15,0.0,1,1,0,-78023003,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,13568,1,245,152,0,0,0,0,0,0,0.0,0,0,0,0,1
5159,merged,2,5,0,3,0.0,12,0,12,1403512907,5.992310449541053e+307,0,5.992310449541053e+307,48,48,0,0,1404504837,2,340,151,0,0,0,0,0,0,0.0,0,0,0,0,1
4425,merged,0,2,0,2,0.0,5,0,5,687080126,5.992310449541053e+307,0,5.992310449541053e+307,15,11,2,0,687332.35,2,18,22,0,0,0,0,0,0,0.0,0,0,0,0,1
5194,merged,1,2,0,1,0.0,12,0,12,103036.81,5.992310449541053e+307,0,5.992310449541053e+307,48,48,0,0,103704105,2,293,1,0,0,0,0,0,0,0.0,0,0,0,0,1
5192,merged,1,3,0,2,0.0,14,0,14,535378434,5.992310449541053e+307,0,5.992310449541053e+307,56,56,0,0,535578687,2,295,6,0,0,0,0,0,0,0.0,0,0,0,0,1
4955,merged,0,5,0,5,0.0,2,0,2,1280424365,5.992310449541053e+307,0,5.992310449541053e+307,6,2,2,0,1298079.22,2,55,18,0,0,0,0,0,0,0.0,0,0,0,0,0
4518,merged,0,2,0,2,0.0,2,2,0,517946012,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,1039457385,2,17,17,0,0,0,0,0,0,0.0,0,0,0,0,0
4686,merged,2,5,0,3,0.0,6,3,3,1212627248,5.992310449541053e+307,0,5.992310449541053e+307,18,18,0,0,1213305189,2,41,30,0,0,0,0,0,0,0.0,0,0,0,0,0
4809,merged,0,1,0,1,0.0,1,1,0,-30596,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,6724,1,0,19,0,0,0,0,0,0,0.0,0,0,0,0,0
4558,merged,0,3,0,3,0.0,6,1,5,1546695,5.992310449541053e+307,0,5.992310449541053e+307,18,12,2,0,2396722,2,19,29,0,0,0,0,0,0,0.0,0,0,0,0,0
4508,merged,0,7,0,7,305359,4,3,1,1206765329,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,1209296398,3,38,70,0,0,0,0,0,0,0.0,0,0,0,0,0
5667,merged,0,1,0,1,0.0,12,0,12,1221999688,5.992310449541053e+307,0,5.992310449541053e+307,48,43,2,0,1236505243,2,83,16,0,0,0,0,0,0,0.0,0,0,0,0,0
4810,merged,0,8,0,8,0.0,1,1,0,-30368,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,5824,1,9,9,0,0,0,0,0,0,0.0,0,0,0,0,0
5604,merged,0,4,0,4,0.0,4,0,4,525605196,5.992310449541053e+307,0,5.992310449541053e+307,16,12,2,0,530299608,2,14,8,0,0,0,0,0,0,0.0,0,0,0,0,0
4557,merged,0,3,0,3,0.0,3,3,0,255922,5.992310449541053e+307,0,5.992310449541053e+307,9,9,0,0,3241333,2,6,2,0,0,0,0,0,0,0.0,0,0,0,0,0
4500,merged,0,4,0,4,0.0,3,2,1,1220691291,5.992310449541053e+307,0,5.992310449541053e+307,9,9,0,0,1294749937,3,14,6,0,0,0,0,0,0,0.0,0,0,0,0,0
4673,merged,1,3,0,2,0.0,4,4,0,84773514,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,85846428,2,99,4,0,0,0,0,0,0,0.0,0,0,0,0,0
4774,merged,1,1,0,0,0.0,1,1,0,-97772,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,22642,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4483,merged,0,7,0,7,0.0,2,1,1,52269,5.992310449541053e+307,0,5.992310449541053e+307,6,4,1,0,66498,1,6,5,0,0,0,0,0,0,0.0,0,0,0,0,0
4498,merged,0,3,0,3,0.0,1,1,0,-31459,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,7919,1,22,3,0,0,0,0,0,0,0.0,0,0,0,0,0
4504,merged,0,1,0,1,0.0,2,2,0,652426,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,693705961,2,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0
4487,merged,0,1,0,1,0.0,1,1,0,-46555,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,9406,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4672,merged,0,6,0,6,0.0,2,2,0,7160406,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,82789702,2,18,1,0,0,0,0,0,0,0.0,0,0,0,0,0
4623,merged,0,1,0,1,0.0,1,1,0,-27362,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,6841,1,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0
4505,merged,0,2,0,2,0.0,3,3,0,5727344,5.992310449541053e+307,0,5.992310449541053e+307,9,9,0,0,691335985,2,2,16,0,0,0,0,0,0,0.0,0,0,0,0,0
4700,merged,1,23,0,22,0.0,10,0,10,602335398,5.992310449541053e+307,0,5.992310449541053e+307,30,30,0,0,620922692,2,215,168,0,0,0,0,0,0,0.0,0,0,0,0,0
4619,merged,0,15,0,15,521066,9,7,2,99256931,5.992310449541053e+307,0,5.992310449541053e+307,27,27,0,0,99636841,2,245,152,0,0,0,0,0,0,0.0,0,0,0,0,0
4489,merged,0,1,0,1,0.0,1,1,0,-48011,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,6426,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4482,merged,0,1,0,1,0.0,1,1,0,-54948,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,7949,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4491,merged,0,1,0,1,0.0,1,1,0,-19662,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,5849,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4490,merged,0,1,0,1,0.0,1,1,0,-32712,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,6467,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4499,merged,0,2,0,2,0.0,2,2,0,598.1,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,682168,1,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0
4540,merged,0,1,0,1,0.0,1,1,0,-707.72,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,82142331,2,10,2,0,0,0,0,0,0,0.0,0,0,0,0,0
4485,merged,0,3,0,3,0.0,2,2,0,69669,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,87223,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4801,merged,3,36,22,11,0.0,2,0,2,70624,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,235383,1,483,65,0,0,0,0,0,0,0.0,0,0,0,0,1
4740,merged,9,11,0,2,0.0,2,0,2,781657,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,1091.79,1,391,86,0,0,0,0,0,0,0.0,0,0,0,0,21
4448,merged,0,5,0,5,0.0,2,0,2,520136.63,57.16,0,5.992310449541053e+307,6,6,0,0,562479564,2,125,114,0,0,1,1,0,0,0.0,0,0,0,0,0
5336,merged,1,9,1,7,0.0,1,0,1,-143292,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,21394,1,215,20,0,0,0,0,0,0,0.0,0,0,0,0,2
4812,merged,2,34,0,32,0.0,1,0,1,-156756,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,6928,1,976,83,0,0,0,0,0,0,0.0,0,0,0,0,0
4497,merged,8,21,2,11,0.0,1,0,1,-396314,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,27803,1,2528,110,0,0,0,0,0,0,0.0,0,0,0,0,0
4808,merged,19,101,29,53,0.0,1,0,1,-471034,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,10911,1,1698,795,0,0,0,0,0,0,0.0,0,0,0,0,2
4878,merged,0,509,508,1,0.0,1,0,1,-122054,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,38791,1,0,0,0,238,0,0,0,0,0.0,0,0,0,0,0
4773,merged,29,122,6,87,0.0,1,0,1,-995472,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,102042,1,1753,899,0,0,0,0,0,0,0.0,0,0,0,0,57
4481,merged,46,201,5,150,0.0,1,0,1,-64904,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,59.66,1,203,1250,0,0,0,0,0,0,0.0,0,0,0,0,2
5524,merged,17,85,0,68,0.0,1,0,1,-10349924,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,4195169,1,1754,547,2,2,0,0,0,0,0.0,0,0,0,0,33
5332,merged,0,21,0,21,0.0,1,0,1,-78281179,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,8512,1,512,703,0,0,0,0,0,0,0.0,0,0,0,0,0
