id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
4415,merged,0,16,0,16,0.0,1,0,1,-10233.59,5.992310449541053e+307,0,5.992310449541053e+307,3,2,0,0,38187,1,153,166,153,166,0,0,0,0,0,0,0,0,0,0
4416,merged,4,16,0,12,0.0,2,0,2,3553283,5.992310449541053e+307,0,5.992310449541053e+307,6,4,0,0,259722506,1,138,74,138,74,0,0,0,0,0,0,0,0,0,0
4384,merged,0,14,2,12,0.0,1,0,1,-3725904,5.992310449541053e+307,0,5.992310449541053e+307,3,0,1,0,9417,1,152,94,152,94,0,0,0,0,0,0,0,0,0,0
4777,merged,1,9,0,8,0.0,1,0,1,-6427984,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,11893,1,453,36,453,36,0,0,0,0,0,0,0,0,0,1
4647,merged,0,4,0,4,0.0,1,1,0,-32217,5.992310449541053e+307,0,5.992310449541053e+307,2,1,0,0,87599,1,314,337,314,337,0,0,0,0,0,0,0,0,0,1
4765,merged,3,10,0,7,0.0,1,0,1,-69167,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,7241,1,298,38,298,38,0,0,0,0,0,0,0,0,0,0
4664,merged,0,22,18,4,0.0,1,1,0,-28826,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,315423,1,3,121,4,144,0,0,0,0,0,0,0,0,0,1
4443,merged,6,13,0,7,0.0,1,0,1,-13679,5.992310449541053e+307,0,5.992310449541053e+307,3,2,0,0,221521,1,101,68,153,68,0,0,0,0,0,0,0,0,0,0
4421,merged,2,7,0,5,0.0,1,0,1,-17604,5.992310449541053e+307,0,5.992310449541053e+307,3,2,0,0,78899,1,454,249,454,249,0,0,0,0,0,0,0,0,0,3
4651,merged,1,7,0,6,0.0,2,2,0,12334311,5.992310449541053e+307,0,5.992310449541053e+307,4,2,0,0,12498025,1,26,5,26,5,0,0,0,0,0,0,0,0,0,3
4654,merged,1,7,0,6,0.0,1,1,0,-11.53,5.992310449541053e+307,0,5.992310449541053e+307,2,1,0,0,126214,1,384,52,384,52,0,0,0,0,0,0,0,0,0,5
