id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
6440,merged,0,3,0,3,0,1,1,0,83230983,83520.7,0,5.992310449541053e+307,3,3,0,0,88045738,3,6,3,0,0,1,1,0,0,0,0,0,0,0,0
6439,merged,0,2,0,2,0,1,1,0,3225,282487,0,5.992310449541053e+307,3,3,0,0,1858796,3,4,2,0,0,1,1,0,0,0,0,0,0,0,0
6427,merged,0,2,0,2,0,2,2,0,2833,247119,0,5.992310449541053e+307,6,6,0,0,316872,2,7,7,0,0,1,1,0,0,0,0,0,0,0,1
6426,merged,2,52,0,50,0,6,6,0,931323,1355.37,2,5.992310449541053e+307,18,18,0,0,1780103,2,483,1065,0,0,5,3,2,1,261.3415,0,0,0,0,7
6266,merged,2,41,0,39,24727713,5,4,1,164200587,164392142,0,5.992310449541053e+307,15,14,1,0,164648271,2,287,623,0,0,5,5,0,0,22692686,0,0,0,0,5
6263,merged,0,27,0,27,0,2,2,0,3505,181251,0,5.992310449541053e+307,6,6,0,0,298097,2,194,115,0,0,1,1,0,0,0,0,0,0,0,3
6258,merged,0,21,0,21,0,13,13,0,107806776,107978626,0,5.992310449541053e+307,39,39,0,0,108525487,2,192,113,0,0,13,13,0,0,8749.354749999999,0,0,0,0,13
6250,merged,1,55,1,53,0,4,4,0,758107,1134781,0,5.992310449541053e+307,12,12,0,0,1214279,2,536,604,0,0,2,2,0,0,727086,0,0,0,0,17
6247,merged,0,11,0,11,0,3,3,0,265181759,265546049,0,5.992310449541053e+307,9,9,0,0,265764529,2,180,111,0,0,3,3,0,0,130716.93400000001,0,0,0,0,3
6246,merged,0,40,0,40,1049.79,5,3,2,32731102,32875123,1,5.992310449541053e+307,15,13,2,0,34660807,2,355,492,0,0,6,5,1,1,5431.4668,0,0,0,0,5
6177,merged,1,21,0,20,0,3,0,3,1793108,5.992310449541053e+307,0,5.992310449541053e+307,12,11,1,0,3396405,1,83,34,0,0,0,0,0,0,0,0,0,0,0,68
5750,merged,2,42,0,40,0,9,0,9,498095035,5.992310449541053e+307,0,5.992310449541053e+307,36,24,6,0,252879,1,521,53,0,0,0,0,0,0,0,0,0,0,0,55
5733,merged,0,1,0,1,0,2,0,2,1667.12,5.992310449541053e+307,0,5.992310449541053e+307,8,0,4,0,1769965,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
5729,merged,0,2,0,2,0,4,0,4,91212333,5.992310449541053e+307,0,5.992310449541053e+307,16,2,6,0,91383697,2,22,17,0,0,0,0,0,0,0,0,0,0,0,0
5728,merged,0,1,0,1,0,4,0,4,92017869,5.992310449541053e+307,0,5.992310449541053e+307,16,5,5,0,92153725,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,merged,0,1,0,1,0,5,0,5,433403.3,5.992310449541053e+307,0,5.992310449541053e+307,20,20,0,0,437319744,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0
5715,merged,0,6,0,6,0,6,0,6,174672119,170483743,1,170418225,24,18,2,0,175166546,3,37,31,0,0,2,1,1,1,65518,0,0,0,0,0
5705,merged,0,1,0,1,0,7,0,7,426551.88,5.992310449541053e+307,0,5.992310449541053e+307,28,27,1,0,426952.91,3,35,15,0,0,0,0,0,0,0,0,0,0,0,0
5702,merged,0,1,0,1,0,2,0,2,1948861,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,3645695,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
5693,merged,0,1,0,1,0,3,0,3,85529708,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,85771716,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,merged,0,1,0,1,0,3,0,3,780569467,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,781067014,2,8,63,0,0,0,0,0,0,0,0,0,0,0,0
5674,merged,0,2,0,2,0,2,0,2,2752019,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,10297813,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,merged,0,6,0,6,0,2,0,2,12379446,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,430047677,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0
5661,merged,0,2,0,2,0,6,0,6,685309604,523514309,1,523514309,24,19,2,0,685381267,2,42,1,0,0,1,0,1,1,0,0,0,0,0,0
5658,merged,0,1,0,1,0,10,0,10,1307722198,5.992310449541053e+307,0,5.992310449541053e+307,40,36,2,0,1307904786,3,89,19,0,0,0,0,0,0,0,0,0,0,0,0
5657,merged,0,1,0,1,0,11,0,11,1126653161,529236616,2,529221959,44,44,0,0,1127745128,2,157,5,0,0,3,0,3,1,7.3285,0,0,0,0,0
5652,merged,0,6,0,6,0,1,0,1,-73982,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,1470861,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2
5651,merged,0,6,0,6,0,1,0,1,-44678,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,1392552,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1
5650,merged,0,7,0,7,0,3,0,3,7678907,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,8557714,1,63,39,0,0,0,0,0,0,0,0,0,0,0,2
