id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
5892,merged,0,12,1,11,0,3,0,3,427796731,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,3443849096,0,74,15,0,0,0,0,0,0,0,0,0,0,0,0
5885,merged,0,10,0,10,0,5,0,5,1126181133,5.992310449541053e+307,0,5.992310449541053e+307,20,20,0,0,4057120658,0,46,30,0,0,0,0,0,0,0,0,0,0,0,0
5879,merged,0,2,0,2,0,4,0,4,782919429,699510054,2,607834788,16,16,0,1,4230835078,1,6,6,0,0,4,1,3,3,30558.421999999995,0,0,0,0,0
5870,merged,0,3,0,3,0,2,0,2,7419331,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,1725970809,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0
5851,merged,0,3,0,3,0,2,0,2,604103886,5.992310449541053e+307,0,5.992310449541053e+307,8,6,1,0,2416481067,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0
5837,merged,0,11,0,11,0,3,0,3,510819331,5.992310449541053e+307,0,5.992310449541053e+307,12,7,2,0,761562709,0,82,7,0,0,0,0,0,0,0,0,0,0,0,0
5836,merged,0,2,0,2,0,3,0,3,522108412,5.992310449541053e+307,0,5.992310449541053e+307,12,8,2,0,764958904,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
5835,merged,0,10,0,10,0,2,0,2,3455775833,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,3459738077,1,112,72,0,0,0,0,0,0,0,0,0,0,0,0
5824,merged,0,6,0,6,0,3,0,3,167937.68,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,932236187,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0
5823,merged,0,3,0,3,0,2,0,2,78036.46,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,165544378,1,26,7,0,0,0,0,0,0,0,0,0,0,0,0
