id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
6249,merged,0,1,0,1,0,2,2,0,2016,111211,0,5.992310449541053e+307,4,4,0,0,232929,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2
6248,merged,0,1,0,1,0,1,1,0,3068,262515,0,5.992310449541053e+307,2,2,0,0,976107,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1
6240,merged,0,1,0,1,0,1,1,0,1336,132261,0,5.992310449541053e+307,2,2,0,0,10157,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1
6239,merged,0,1,0,1,323351,4,2,2,181.96,398779,0,5.992310449541053e+307,8,4,2,0,481584,2,7,1,0,0,1,1,0,0,0,0,0,0,0,4
6238,merged,0,1,0,1,0,1,0,1,1.8,5.992310449541053e+307,0,5.992310449541053e+307,2,0,1,0,25779,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
6079,merged,0,4,0,4,0,1,0,1,-598109,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,21.98,1,12,4,0,0,0,0,0,0,0,0,0,0,0,9
6078,merged,0,4,0,4,0,1,0,1,-541341,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,27145,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5
6033,merged,0,3,0,3,0,1,0,1,-43599,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,42256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5839,merged,0,2,0,2,0,1,0,1,-160446,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,17946,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1
5358,merged,0,2,0,2,0,1,0,1,-34.48,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,16815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5357,merged,0,2,0,2,0,1,0,1,-25208,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,16054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5356,merged,2,5,0,3,0,2,0,2,135004,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,188811,1,24,15,0,0,0,0,0,0,0,0,0,0,0,10
5354,merged,0,118,107,11,0,3,0,3,2022805,5.992310449541053e+307,0,5.992310449541053e+307,9,9,0,0,2250521,2,0,3145,0,0,0,0,0,0,0,0,0,0,0,0
5353,merged,5,153,109,39,0,1,0,1,-70461,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,242222,1,0,3088,0,0,0,0,0,0,0,0,0,0,0,8
5169,merged,0,7,0,7,0,1,0,1,-232594,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,255529779,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0
5162,merged,0,6,0,6,0,3,0,3,2439499858,5.992310449541053e+307,0,5.992310449541053e+307,12,6,3,0,2439748889,2,29,24,0,0,0,0,0,0,0,0,0,0,0,0
5150,merged,20,84,0,64,0,1,0,1,-222581,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,159747,1,2511,528,0,0,0,0,0,0,0,0,0,0,0,20
5126,merged,0,1,0,1,0,1,0,1,-94121,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,667396.48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5109,merged,2,10,0,8,0,1,0,1,-68819,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,1194175504,2,114,3,0,0,0,0,0,0,0,0,0,0,0,0
5107,merged,0,1,0,1,0,3,0,3,3823431,5.992310449541053e+307,0,5.992310449541053e+307,12,6,3,0,1054128456,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
5089,merged,3,4,0,1,0,1,0,1,-164119,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,10105034,2,106,2,0,0,0,0,0,0,0,0,0,0,0,0
5088,merged,0,12,0,12,0,2,0,2,3603626,5.992310449541053e+307,0,5.992310449541053e+307,8,4,2,0,11385972,2,320,36,0,0,0,0,0,0,0,0,0,0,0,4
5073,merged,5,7,0,2,0,2,0,2,220253,5.992310449541053e+307,0,5.992310449541053e+307,8,4,2,0,243216,1,108,6,0,0,0,0,0,0,0,0,0,0,0,0
5066,merged,2,16,0,14,0,1,0,1,-1020354,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,518509232,2,277,67,0,0,0,0,0,0,0,0,0,0,0,0
5061,merged,0,7,0,7,0,9,0,9,1316133825,5.992310449541053e+307,0,5.992310449541053e+307,36,18,9,0,1819785126,2,281,302,0,0,0,0,0,0,0,0,0,0,0,0
5060,merged,0,11,0,11,0,1,0,1,-406676,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,687569662,2,311,29,0,0,0,0,0,0,0,0,0,0,0,0
5059,merged,1,8,0,7,0,2,0,2,72935649,5.992310449541053e+307,0,5.992310449541053e+307,8,4,2,0,761682635,2,44,21,0,0,0,0,0,0,0,0,0,0,0,1
5032,merged,0,8,0,8,0,1,0,1,-401318174,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,609143724,2,94,23,0,0,0,0,0,0,0,0,0,0,0,0
5028,merged,2,17,0,15,0,1,0,1,-124771,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,1023415208,2,581,296,0,0,0,0,0,0,0,0,0,0,0,1
5027,merged,0,1,0,1,0,1,0,1,-129574,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,1020034611,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
5018,merged,5,33,0,28,0,1,0,1,-4036579609,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,18235,2,961,63,0,0,0,0,0,0,0,0,0,0,0,0
5008,merged,5,33,0,28,0,1,0,1,-3951951773,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,83015,1,961,63,0,0,0,0,0,0,0,0,0,0,0,0
